{acceleration:0.0025,dureePortes:2500,ascenseurSpeed:0.0015,capaciteAsc:5,repartAscenseurs:{{val:1}},margeInterAsc:0.8,dureeEntreeSortiePers:1200,niveauMin:0,niveauMax:38}
{completionTime:4819471,totalTransportTime:3001014,nbPersonneTransportees:80,failed:false,maxTransportTime:106290}
{ascStackId:0,heureEntreeAscenseur:1068060,heureSortieAscenseur:1085593,monteeIdId:0,heureArrivee:1055027}
{ascStackId:0,heureEntreeAscenseur:1152259,heureSortieAscenseur:1193993,monteeIdId:0,heureArrivee:1114826}
{ascStackId:0,heureEntreeAscenseur:1133859,heureSortieAscenseur:1141392,monteeIdId:0,heureArrivee:1115507}
{ascStackId:0,heureEntreeAscenseur:1167126,heureSortieAscenseur:1202860,monteeIdId:0,heureArrivee:1154339}
{ascStackId:0,heureEntreeAscenseur:1250541,heureSortieAscenseur:1268741,monteeIdId:0,heureArrivee:1238174}
{ascStackId:0,heureEntreeAscenseur:1290478,heureSortieAscenseur:1302678,monteeIdId:0,heureArrivee:1277445}
{ascStackId:0,heureEntreeAscenseur:1311545,heureSortieAscenseur:1333078,monteeIdId:0,heureArrivee:1294979}
{ascStackId:0,heureEntreeAscenseur:1387040,heureSortieAscenseur:1408573,monteeIdId:0,heureArrivee:1364007}
{ascStackId:0,heureEntreeAscenseur:1426773,heureSortieAscenseur:1438973,monteeIdId:0,heureArrivee:1402172}
{ascStackId:0,heureEntreeAscenseur:1467458,heureSortieAscenseur:1480991,monteeIdId:0,heureArrivee:1460425}
{ascStackId:0,heureEntreeAscenseur:1504644,heureSortieAscenseur:1525511,monteeIdId:0,heureArrivee:1500277}
{ascStackId:0,heureEntreeAscenseur:1541711,heureSortieAscenseur:1561911,monteeIdId:0,heureArrivee:1526822}
{ascStackId:0,heureEntreeAscenseur:1672124,heureSortieAscenseur:1685657,monteeIdId:0,heureArrivee:1661091}
{ascStackId:0,heureEntreeAscenseur:1694390,heureSortieAscenseur:1705123,monteeIdId:0,heureArrivee:1667291}
{ascStackId:0,heureEntreeAscenseur:1693190,heureSortieAscenseur:1703923,monteeIdId:0,heureArrivee:1667291}
{ascStackId:0,heureEntreeAscenseur:1766092,heureSortieAscenseur:1778959,monteeIdId:0,heureArrivee:1753725}
{ascStackId:0,heureEntreeAscenseur:1816942,heureSortieAscenseur:1851542,monteeIdId:0,heureArrivee:1798575}
{ascStackId:0,heureEntreeAscenseur:1831808,heureSortieAscenseur:1838675,monteeIdId:0,heureArrivee:1827132}
{ascStackId:0,heureEntreeAscenseur:1905979,heureSortieAscenseur:1934179,monteeIdId:0,heureArrivee:1895612}
{ascStackId:0,heureEntreeAscenseur:1980778,heureSortieAscenseur:2007178,monteeIdId:0,heureArrivee:1919898}
{ascStackId:0,heureEntreeAscenseur:1987645,heureSortieAscenseur:2017378,monteeIdId:0,heureArrivee:1945022}
{ascStackId:0,heureEntreeAscenseur:1958378,heureSortieAscenseur:1968578,monteeIdId:0,heureArrivee:1950938}
{ascStackId:0,heureEntreeAscenseur:2177550,heureSortieAscenseur:2188417,monteeIdId:0,heureArrivee:2163850}
{ascStackId:0,heureEntreeAscenseur:2209950,heureSortieAscenseur:2219483,monteeIdId:0,heureArrivee:2167006}
{ascStackId:0,heureEntreeAscenseur:2241683,heureSortieAscenseur:2251216,monteeIdId:0,heureArrivee:2194196}
{ascStackId:0,heureEntreeAscenseur:2298446,heureSortieAscenseur:2319979,monteeIdId:0,heureArrivee:2280746}
{ascStackId:0,heureEntreeAscenseur:2386801,heureSortieAscenseur:2399001,monteeIdId:0,heureArrivee:2375101}
{ascStackId:0,heureEntreeAscenseur:2459504,heureSortieAscenseur:2470371,monteeIdId:0,heureArrivee:2429405}
{ascStackId:0,heureEntreeAscenseur:2441104,heureSortieAscenseur:2451304,monteeIdId:0,heureArrivee:2434381}
{ascStackId:0,heureEntreeAscenseur:2550460,heureSortieAscenseur:2579060,monteeIdId:0,heureArrivee:2532760}
{ascStackId:0,heureEntreeAscenseur:2557993,heureSortieAscenseur:2568193,monteeIdId:0,heureArrivee:2545949}
{ascStackId:0,heureEntreeAscenseur:2733991,heureSortieAscenseur:2742858,monteeIdId:0,heureArrivee:2726291}
{ascStackId:0,heureEntreeAscenseur:2752391,heureSortieAscenseur:2761924,monteeIdId:0,heureArrivee:2739131}
{ascStackId:0,heureEntreeAscenseur:2827265,heureSortieAscenseur:2839465,monteeIdId:0,heureArrivee:2821565}
{ascStackId:0,heureEntreeAscenseur:2858097,heureSortieAscenseur:2892698,monteeIdId:0,heureArrivee:2851064}
{ascStackId:0,heureEntreeAscenseur:2872964,heureSortieAscenseur:2879831,monteeIdId:0,heureArrivee:2853413}
{ascStackId:0,heureEntreeAscenseur:2917831,heureSortieAscenseur:2934031,monteeIdId:0,heureArrivee:2902131}
{ascStackId:0,heureEntreeAscenseur:3025256,heureSortieAscenseur:3047456,monteeIdId:0,heureArrivee:3010889}
{ascStackId:0,heureEntreeAscenseur:3086682,heureSortieAscenseur:3099549,monteeIdId:0,heureArrivee:3082315}
{ascStackId:0,heureEntreeAscenseur:3131757,heureSortieAscenseur:3159957,monteeIdId:0,heureArrivee:3118724}
{ascStackId:0,heureEntreeAscenseur:3283222,heureSortieAscenseur:3292089,monteeIdId:0,heureArrivee:3265522}
{ascStackId:0,heureEntreeAscenseur:3450802,heureSortieAscenseur:3469002,monteeIdId:0,heureArrivee:3441102}
{ascStackId:0,heureEntreeAscenseur:3483869,heureSortieAscenseur:3495402,monteeIdId:0,heureArrivee:3441129}
{ascStackId:0,heureEntreeAscenseur:3513602,heureSortieAscenseur:3531135,monteeIdId:0,heureArrivee:3492758}
{ascStackId:0,heureEntreeAscenseur:3541335,heureSortieAscenseur:3548202,monteeIdId:0,heureArrivee:3527589}
{ascStackId:0,heureEntreeAscenseur:3621571,heureSortieAscenseur:3631104,monteeIdId:0,heureArrivee:3611204}
{ascStackId:0,heureEntreeAscenseur:3722675,heureSortieAscenseur:3742875,monteeIdId:0,heureArrivee:3716975}
{ascStackId:0,heureEntreeAscenseur:3765742,heureSortieAscenseur:3773275,monteeIdId:0,heureArrivee:3725528}
{ascStackId:0,heureEntreeAscenseur:3936985,heureSortieAscenseur:3956518,monteeIdId:0,heureArrivee:3929952}
{ascStackId:0,heureEntreeAscenseur:4167030,heureSortieAscenseur:4179097,monteeIdId:0,heureArrivee:4144130}
{ascStackId:0,heureEntreeAscenseur:4165830,heureSortieAscenseur:4177897,monteeIdId:0,heureArrivee:4144130}
{ascStackId:0,heureEntreeAscenseur:4268712,heureSortieAscenseur:4290912,monteeIdId:0,heureArrivee:4249012}
{ascStackId:0,heureEntreeAscenseur:4353246,heureSortieAscenseur:4377446,monteeIdId:0,heureArrivee:4271156}
{ascStackId:0,heureEntreeAscenseur:4313779,heureSortieAscenseur:4341846,monteeIdId:0,heureArrivee:4283067}
{ascStackId:0,heureEntreeAscenseur:4314979,heureSortieAscenseur:4343046,monteeIdId:0,heureArrivee:4283067}
{ascStackId:0,heureEntreeAscenseur:4420935,heureSortieAscenseur:4432468,monteeIdId:0,heureArrivee:4415902}
{ascStackId:0,heureEntreeAscenseur:4447390,heureSortieAscenseur:4456923,monteeIdId:0,heureArrivee:4443023}
{ascStackId:0,heureEntreeAscenseur:4465790,heureSortieAscenseur:4475990,monteeIdId:0,heureArrivee:4446771}
{ascStackId:0,heureEntreeAscenseur:4520922,heureSortieAscenseur:4545122,monteeIdId:0,heureArrivee:4485489}
{ascStackId:0,heureEntreeAscenseur:4497188,heureSortieAscenseur:4506055,monteeIdId:0,heureArrivee:4486590}
{ascStackId:0,heureEntreeAscenseur:4556655,heureSortieAscenseur:4571522,monteeIdId:0,heureArrivee:4536859}
{ascStackId:0,heureEntreeAscenseur:4583722,heureSortieAscenseur:4615656,monteeIdId:0,heureArrivee:4542502}
{ascStackId:0,heureEntreeAscenseur:4591922,heureSortieAscenseur:4606789,monteeIdId:0,heureArrivee:4562614}
{ascStackId:0,heureEntreeAscenseur:4706355,heureSortieAscenseur:4727222,monteeIdId:0,heureArrivee:4696655}
{ascStackId:0,heureEntreeAscenseur:4790104,heureSortieAscenseur:4816971,monteeIdId:0,heureArrivee:4785071}
